id,trade_date,session,attempt,class,reject_reason
343,2026-09-23,ASIA,2,write_time_feasibility_net,write-time feasibility: S2 would be refused at arm — geometry: net_nonpositive (gain=2.0000 cost=2.0000 net=0.0000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
344,2026-09-23,ASIA,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30757.95"" breached between read 2026-09-23 20:00 CT and publish 2026-09-23 20:08 CT: 1× 5m close(s) 30742.25 (20:05 CT) beyond threshold 30757.95 (1 group(s) judged)"
345,2026-09-23,ASIA,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30781.40"" breached between read 2026-09-23 20:41 CT and publish 2026-09-23 20:52 CT: 1× 5m close(s) 30735.25 (20:45 CT) beyond threshold 30781.40 (2 group(s) judged) · plan flip{below 30728.58 5m_close → short} met between read 2026-09-23 20:41 CT and publish 2026-09-23 20:52 CT: 5m close(s) 30728.00 (20:50 CT) — the flip already fired before publication; re-author on the flipped side"
346,2026-09-23,ASIA,2,entry_policy_shape,"scenario[0].confirm.side ""at"" invalid (above|below)"
347,2026-09-23,ASIA,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=6.5000 risk=4.5000 rr=1.444444 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
348,2026-09-23,ASIA,2,identity_unresolved,"S1 identity unresolved: level_id ""ref|64e783f826d26eeabf7715cbeb4d8d11e7aa3afe79f244692c103ce2dff4c5bd"" is not in the frozen map (no map row carries it) — copy the id of the level this scenario trades from the map exactly, or null when that row's id is NULL"
349,2026-09-23,ASIA,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30680.25"" breached between read 2026-09-23 22:57 CT and publish 2026-09-23 23:09 CT: 1× 5m close(s) 30665.00 (23:05 CT) beyond threshold 30680.25 (2 group(s) judged) · plan flip{below 30687.75 5m_close → short} met between read 2026-09-23 22:57 CT and publish 2026-09-23 23:09 CT: 5m close(s) 30665.00 (23:05 CT) — the flip already fired before publication; re-author on the flipped side"
350,2026-09-23,ASIA,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S2 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous); S3 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
351,2026-09-23,ASIA,3,obstacle_chain,S1 obstacle chain: first_obstacle 30687.75 is not the nearest seated level on the path — SWG-L·15m 30703.50 (55.67 pts from entry 30647.83) comes first | S2 obstacle chain: no seated level lies between entry 30703.50 and target 30647.83 — first_obstacle must be the arm target 30647.83 (got 30687.75) | S3 obstacle chain: first_obstacle 30771.50 is not the nearest seated level on the path — SWG-H·5m 30760.75 (38.32 pts from entry 30799.07) comes first
352,2026-09-23,ASIA,1,schema_field,"scenario economics: S2: entry, protective stop and arm target required with nonzero risk"
353,2026-09-23,ASIA,2,born_dead,"born-dead authored scenario: S1: authored condition ""2x5m close below 30715.00"" breached between read 2026-09-23 23:27 CT and publish 2026-09-23 23:33 CT: 2× 5m close(s) 30659.00 (23:25 CT), 30675.75 (23:30 CT) beyond threshold 30715.00 (1 group(s) judged)"
354,2026-09-23,ASIA,3,obstacle_chain,"S1 identity unresolved: level_id ""a285e1507c6de6d2fb1e64a4992df2c70d8bb9ba640729d6ac212189c84f87b"" is not in the frozen map (no map row carries it) — copy the id of the level this scenario trades from the map exactly, or null when that row's id is NULL | S2 obstacle chain: no seated level lies between entry 30814.25 and target 30747.75 — first_obstacle must be the arm target 30747.75 (got 30769.75)"
355,2026-09-24,LONDON,1,entry_policy_shape,arm on S1 leg 2: entry policy planned_order is legal on sweep_reclaim leg 0 only (this is leg 1)
356,2026-09-24,LONDON,2,other,"arm on S1 needs EXACTLY 2 legs (split contract), got 1"
357,2026-09-24,NY,1,facts_gap_trigger,"gap-down at 30495.50 (< PDL 30640.25): the short scenario's trigger must reference a level ≤ current price (breakdown/retest), not a rally back above"
358,2026-09-24,NY,2,schema_field,S2 breakdown_continue requires the breakdown{} facts object (level + entry_mode)
359,2026-09-24,NY,3,json_unmarshal,plan JSON unmarshal: json: cannot unmarshal string into Go struct field PlanBreakdownContinue.scenarios.breakdown.level of type float64
360,2026-09-24,NY,1,facts_gap_trigger,"gap-down at 30592.25 (< PDL 30640.25): the short scenario's trigger must reference a level ≤ current price (breakdown/retest), not a rally back above"
361,2026-09-24,NY,2,entry_policy_shape,"arm on S1: entry policy planned_order is not legal on breakdown_continue (planned_order is for reject, fvg_entry and sweep_reclaim leg 0; use market_in_zone)"
362,2026-09-24,NY,3,entry_policy_shape,"S1 breakdown_continue: the tape shows NO confirming close beyond 30439.50 yet (1 confirming close(s) needed — rule 1x5m_close [stored], displacement + reclaim-check unchanged) — author it only after the displacement exists (or set entry_mode=immediate and accept the confirming-close trigger)"
363,2026-09-24,NY,1,facts_gap_trigger,"gap-down at 30630.50 (< PDL 30640.25): the short scenario's trigger must reference a level ≤ current price (breakdown/retest), not a rally back above"
364,2026-09-24,NY,2,entry_policy_shape,"arm on S2: entry policy planned_order is not legal on breakdown_continue (planned_order is for reject, fvg_entry and sweep_reclaim leg 0; use market_in_zone)"
365,2026-09-24,NY,3,born_dead,"born-dead authored scenario: S3: authored condition ""5m close below 30626.40"" breached between read 2026-09-24 09:35 CT and publish 2026-09-24 09:59 CT: 1× 5m close(s) 30607.50 (09:40 CT) beyond threshold 30626.40 (4 group(s) judged)"
366,2026-09-24,NY,1,other,"scenario S1 fvg: displacement body 74.5 < 1.5×ATR5m (50.1) — weak impulse, not a displacement"
367,2026-09-24,NY,2,obstacle_chain,S3 obstacle chain: omits SWG-H·15m 30644.25 (273.50 pts from entry) — list every seated level between entry 30370.75 and target 30686.50 in economics.path_levels with a role (pass_through|reduce|exit)
368,2026-09-24,ASIA,1,write_time_feasibility_other,write-time feasibility: S2 would be refused at arm — market_in_zone at the zone's far edge 30820.00 (stop 30769.75 composed from the near edge): quality C below min_scenario_quality B — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
369,2026-09-24,ASIA,2,write_time_feasibility_other,write-time feasibility: S2 would be refused at arm — market_in_zone at the zone's far edge 30820.00 (stop 30686.50 composed from the near edge): R:R 1.45 below arm min 2.00 (studio min_risk_reward_ratio) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
370,2026-09-24,ASIA,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=2.5000 risk=4.5000 rr=0.555556 min=2.000000); S2 would be refused at arm — geometry: rr (gain=6.0000 risk=4.5000 rr=1.333333 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
371,2026-09-24,ASIA,2,obstacle_chain,"S1 obstacle chain: omits ONH 30759.75 (119.50 pts from entry), RTH-H 31013.00 (372.75 pts from entry) — list every seated level between entry 30640.25 and target 31033.00 in economics.path_levels with a role (pass_through|reduce|exit) | S2 obstacle chain: omits POC 30745.75 (267.25 pts from entry), VWAP 30734.75 (278.25 pts from entry), VWAP−1σ 30724.75 (288.25 pts from entry), ONL 30709.00 (304.00 pts from entry), PDC 30686.50 (326.50 pts from entry), RTH-L 30640.25 (372.75 pts from entry), OB(bull)·1h 30588.50 (424.50 pts from entry) — list every seated level between entry 31013.00 and target 30551.00 in economics.path_levels with a role (pass_through|reduce|exit)"
372,2026-09-24,ASIA,1,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
373,2026-09-24,ASIA,2,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
374,2026-09-24,ASIA,1,write_time_feasibility_net,write-time feasibility: S1 would be refused at arm — geometry: net_nonpositive (gain=1.2500 cost=2.0000 net=-0.7500) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
375,2026-09-24,ASIA,2,obstacle_chain,S1 obstacle chain: omits RTH-L 30640.25 (68.98 pts from entry) — list every seated level between entry 30709.23 and target 30588.50 in economics.path_levels with a role (pass_through|reduce|exit)
376,2026-09-24,ASIA,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=59.0000 risk=60.2500 rr=0.979253 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
377,2026-09-24,ASIA,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=59.0000 risk=60.2500 rr=0.979253 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
378,2026-09-24,ASIA,3,flip_bias,plan flip{below 30714.00 5m_close → short} met between read 2026-09-24 19:25 CT and publish 2026-09-24 19:35 CT: 5m close(s) 30706.00 (19:35 CT) — the flip already fired before publication; re-author on the flipped side
379,2026-09-24,ASIA,1,schema_field,"scenario economics: S1: entry_zone requires positive [low, high] | S2: entry_zone requires positive [low, high]"
380,2026-09-24,ASIA,2,identity_unresolved,"S1 identity unresolved: level_id ""37eab54c3f1eb0531829d69ae9a4c6bce6b41399c14e0f395fa3b5523390d1"" is not in the frozen map (no map row carries it) — copy the id of the level this scenario trades from the map exactly, or null when that row's id is NULL"
381,2026-09-24,ASIA,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous); S2 would be refused at arm — geometry: net_nonpositive (gain=1.5000 cost=2.0000 net=-0.5000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
382,2026-09-24,ASIA,2,obstacle_chain,"S2 obstacle chain: omits VWAP+1σ 30778.00 (75.92 pts from entry), SWG-H·5m 30790.25 (88.17 pts from entry) — list every seated level between entry 30702.08 and target 30814.50 in economics.path_levels with a role (pass_through|reduce|exit)"
383,2026-09-24,ASIA,1,entry_policy_shape,arm on S1 leg 2: entry policy planned_order is legal on sweep_reclaim leg 0 only (this is leg 1)
384,2026-09-24,ASIA,2,entry_policy_shape,"arm on S1 leg 2: unknown entry policy ""reactive"" (market_in_zone | planned_order)"
385,2026-09-24,ASIA,1,entry_policy_shape,arm on S2 leg 2: entry policy planned_order is legal on sweep_reclaim leg 0 only (this is leg 1)
386,2026-09-24,ASIA,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
387,2026-09-24,ASIA,3,obstacle_chain,"S1 obstacle chain: omits SWG-L·5m 30771.00 (58.22 pts from entry), SWG-L·5m 30764.50 (64.72 pts from entry) — list every seated level between entry 30829.22 and target 30759.75 in economics.path_levels with a role (pass_through|reduce|exit)"
388,2026-09-24,ASIA,1,write_time_feasibility_other,write-time feasibility: S1 would be refused at arm — market_in_zone at the zone's far edge 30814.50 (stop 30848.15 composed from the near edge): quality C below min_scenario_quality B — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
389,2026-09-24,ASIA,1,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
390,2026-09-24,ASIA,2,obstacle_chain,S2 obstacle chain: first_obstacle 30798.00 is not the nearest seated level on the path — VWAP+1σ 30793.00 (21.50 pts from entry 30814.50) comes first
391,2026-09-24,ASIA,1,facts_gap_trigger,"gap-up at 30850.50 (> PDH 30827.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
392,2026-09-24,ASIA,2,schema_field,S1 breakup_continue requires the breakdown{} facts object (level + entry_mode)
393,2026-09-24,ASIA,3,json_unmarshal,plan JSON unmarshal: json: cannot unmarshal string into Go struct field PlanBreakdownContinue.scenarios.breakdown.level of type float64
394,2026-09-25,LONDON,1,entry_policy_shape,arm on S1 leg 2: entry policy planned_order is legal on sweep_reclaim leg 0 only (this is leg 1)
395,2026-09-25,LONDON,2,entry_policy_shape,"arm on S1 leg 2: unknown entry policy ""on_confirm"" (market_in_zone | planned_order)"
396,2026-09-25,LONDON,3,json_unmarshal,plan JSON unmarshal: json: cannot unmarshal number 0.5 into Go struct field PlanArmLeg.scenarios.arm.legs.size of type int
397,2026-09-25,LONDON,1,facts_gap_trigger,"gap-up at 30928.50 (> PDH 30827.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
398,2026-09-25,LONDON,2,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30930"" breached between read 2026-09-25 05:30 CT and publish 2026-09-25 05:36 CT: 1× 5m close(s) 30927.25 (05:35 CT) beyond threshold 30930.00 (1 group(s) judged)"
399,2026-09-25,LONDON,3,born_dead,"born-dead authored scenario: S2: authored condition ""2x5m close below 30930"" breached between read 2026-09-25 05:30 CT and publish 2026-09-25 05:36 CT: 2× 5m close(s) 30928.50 (05:30 CT), 30927.25 (05:35 CT) beyond threshold 30930.00 (1 group(s) judged)"
400,2026-09-25,LONDON,1,entry_policy_shape,arm on S1 leg 2: entry policy planned_order is legal on sweep_reclaim leg 0 only (this is leg 1)
401,2026-09-25,LONDON,2,entry_policy_shape,"arm on S1 leg 2: unknown entry policy ""market_order"" (market_in_zone | planned_order)"
402,2026-09-25,LONDON,3,facts_gap_trigger,"gap-up at 30975.50 (> PDH 30827.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
403,2026-09-25,LONDON,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30968.00"" breached between read 2026-09-25 06:47 CT and publish 2026-09-25 06:55 CT: 1× 5m close(s) 30967.50 (06:50 CT) beyond threshold 30968.00 (2 group(s) judged)"
404,2026-09-25,LONDON,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30965"" breached between read 2026-09-25 07:45 CT and publish 2026-09-25 07:49 CT: 1× 5m close(s) 30897.00 (07:45 CT) beyond threshold 30965.00 (1 group(s) judged)"
405,2026-09-25,LONDON,2,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30890"" breached between read 2026-09-25 07:45 CT and publish 2026-09-25 07:51 CT: 1× 5m close(s) 30885.50 (07:50 CT) beyond threshold 30890.00 (1 group(s) judged)"
406,2026-09-25,NY,1,born_dead,"born-dead authored scenario: S3: authored condition ""5m close below 30960.00"" breached between read 2026-09-25 08:00 CT and publish 2026-09-25 08:07 CT: 1× 5m close(s) 30878.75 (08:05 CT) beyond threshold 30960.00 (1 group(s) judged)"
407,2026-09-25,LONDON,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30924.45"" breached between read 2026-09-25 08:22 CT and publish 2026-09-25 08:28 CT: 1× 5m close(s) 30856.25 (08:25 CT) beyond threshold 30924.45 (1 group(s) judged)"
408,2026-09-25,LONDON,2,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30827.50"" breached between read 2026-09-25 08:22 CT and publish 2026-09-25 08:31 CT: 1× 5m close(s) 30819.50 (08:30 CT) beyond threshold 30827.50 (2 group(s) judged)"
409,2026-09-25,NY,1,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30952.90"" breached between read 2026-09-25 08:46 CT and publish 2026-09-25 08:53 CT: 1× 5m close(s) 30874.00 (08:50 CT) beyond threshold 30952.90 (1 group(s) judged)"
410,2026-09-25,NY,2,write_time_feasibility_other,write-time feasibility: S2 would be refused at arm — market_in_zone at the zone's far edge 31008.50 (stop 30852.25 composed from the near edge): R:R 1.06 below arm min 2.00 (studio min_risk_reward_ratio) — minimum target 31321.00 — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
411,2026-09-25,NY,3,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30852.25"" breached between read 2026-09-25 08:46 CT and publish 2026-09-25 09:05 CT: 1× 5m close(s) 30804.00 (09:05 CT) beyond threshold 30852.25 (4 group(s) judged)"
412,2026-09-25,NY,1,unreachable_level,S1 broken level 30998.50 is 262.0 pts from price 30736.50 (> 5.0×ATR5m=232.0 — the retest is unreachable; author a nearer broken level)
413,2026-09-25,NY,2,breakdown_tape,S1 breakdown_continue: a close came back across 30852.25 — the breakdown is void; author a `reject` play instead (do NOT combine condition names; `reject_retest` is not a valid condition)
414,2026-09-25,NY,3,entry_policy_shape,"scenario[0].confirm.side """" invalid (above|below)"
415,2026-09-25,NY,1,obstacle_chain,"S2 obstacle chain: omits VWAP 30819.00 (74.14 pts from entry) [id=6d5e3093fdaa231c70c0b3ed078dc74e1ff05efe32b755a979a996f3a05b088e], OR-L 30767.25 (125.89 pts from entry) [id=7dfc30441d6ec6d777cc81b06d8efcf0e68e46dc5621754281b59357b7d9578e] — list every seated level between entry 30893.14 and target 30680.00 in economics.path_levels with a role (pass_through|reduce|exit)"
416,2026-09-25,NY,1,born_dead,"born-dead authored scenario: S1: authored condition ""5m close below 30939.25"" breached between read 2026-09-25 11:16 CT and publish 2026-09-25 11:18 CT: 1× 5m close(s) 30926.75 (11:15 CT) beyond threshold 30939.25 (1 group(s) judged)"
417,2026-09-25,NY,1,obstacle_chain,S1 obstacle chain: omits SWG-L·5m 30868.00 (18.00 pts from entry) [id=2d6a3818b4113d5a22f58bc4e8650d19316dce2247bc67d0d4e6709582a7fef7] — list every seated level between entry 30886.00 and target 30767.25 in economics.path_levels with a role (pass_through|reduce|exit)
418,2026-09-25,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
